Issue Type,Summary,Story Point Estimate
Story,Create new Branch,0.5
Story,Planning,1
Story,Change link in the button 'Delete',0.5
Story,Config methods in the Script,1
Story,Create API endpoint,0.5
Story,Import API endpoint,0.5
Story,Check Permanent Delete,0.5
