Issue Type,Summary,Story Point Estimate
Story,Create new Branch,0.5
Story,Planning,1
Story,Create Specification,1
Story,Create Component,0.5
Story,Insert Badge,0.5
Story,Insert Flash messages,0.5
Story,Insert data in the badge,0.5
Story,Configure Component,3
Story,Deployment,3
